Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2026,73,1324,73,1454,60,A,0,25,59,4,16,19,24,11,32,13,16,7,5,17,24,70,2,20,10,18,18,25,14,13,10,4,22
2026,73,1297,96,1178,71,H,0,32,59,9,23,23,31,7,33,19,9,5,5,14,30,78,8,28,3,9,15,23,8,7,5,2,21
2026,73,1453,88,1156,73,A,0,29,50,15,30,15,17,5,22,19,8,2,3,19,22,45,10,27,19,24,4,15,13,9,3,2,17
2026,73,1392,76,1220,71,H,0,27,57,12,27,10,15,12,24,16,7,2,6,12,24,61,14,31,9,11,14,21,16,7,3,5,16
2026,73,1474,85,1195,74,A,0,27,60,9,32,22,28,11,30,14,8,3,5,20,24,66,4,21,22,22,12,25,11,7,5,3,22
2026,73,1431,70,1174,69,A,0,28,60,8,24,6,9,6,26,13,4,4,6,16,22,54,10,22,15,21,11,28,14,8,1,1,13
2026,73,1111,80,1241,65,H,0,31,59,13,31,5,8,10,28,15,6,1,7,13,21,60,12,30,11,16,15,16,11,6,4,4,11
2026,73,1136,79,1420,74,H,0,31,60,9,24,8,12,12,27,14,15,7,4,17,23,53,11,30,17,20,5,20,15,11,7,0,14
2026,73,1251,73,1308,71,H,0,26,48,7,15,14,18,5,22,16,6,3,0,8,29,61,11,25,2,4,11,21,13,7,3,4,16
2026,72,1181,71,1143,56,A,0,28,62,7,32,8,17,16,28,16,10,6,5,17,19,52,5,23,13,17,6,24,9,11,8,1,22
2026,72,1140,76,1395,70,H,0,24,68,5,24,23,29,21,30,11,9,5,4,19,25,61,8,27,12,18,9,27,16,9,3,4,22
2026,72,1112,89,1113,82,H,0,32,59,4,11,21,26,11,28,16,9,6,5,17,32,67,11,25,7,11,10,18,15,9,4,7,22
2026,72,1276,82,1449,72,A,0,32,69,5,23,13,17,16,26,18,8,6,5,13,27,72,9,33,9,11,16,24,10,12,3,8,20
2026,72,1429,71,1305,62,H,0,22,49,7,21,20,24,7,27,16,11,9,8,18,21,61,7,16,13,17,16,23,11,14,7,2,17
2026,72,1365,85,1334,69,H,0,29,60,10,27,17,19,9,15,15,7,8,4,15,24,48,11,22,10,13,11,23,19,21,4,1,14
2026,72,1400,80,1435,64,H,0,27,51,7,17,19,22,11,31,13,15,6,2,17,22,60,9,25,11,15,10,14,13,10,7,4,18
2026,72,1390,95,1314,90,H,0,32,56,16,28,15,23,2,21,20,8,6,0,21,32,55,6,16,20,32,8,25,7,11,4,2,17
2026,72,1403,88,1428,74,H,0,36,70,13,31,3,5,13,28,24,11,4,8,12,25,58,12,26,12,17,6,22,10,13,6,0,9
2026,72,1116,108,1376,74,H,0,43,73,8,21,14,17,12,24,27,4,12,8,12,28,63,7,30,11,14,13,20,13,16,3,2,14
2026,72,1374,77,1439,76,H,0,29,60,3,15,16,23,11,27,14,11,5,5,15,28,61,9,28,11,18,12,24,15,10,9,2,16
2026,72,1228,79,1321,68,A,0,30,63,11,30,8,8,14,19,11,8,6,2,12,22,56,9,25,15,17,13,17,12,7,5,5,14
2026,72,1417,71,1336,60,A,0,20,47,10,26,21,21,11,21,14,14,4,2,15,20,46,4,22,16,17,6,15,12,12,5,1,17
2026,72,1361,74,1461,57,A,0,28,56,7,17,11,14,5,29,13,8,6,6,17,17,55,10,34,13,19,9,25,16,11,3,4,16
2026,72,1272,55,1396,53,H,0,20,59,6,24,9,15,11,24,12,11,10,9,16,18,53,2,19,15,19,13,28,9,14,5,7,17
2026,72,1416,82,1243,73,A,0,32,61,7,15,11,18,7,28,18,10,8,3,14,29,65,6,30,9,15,8,26,25,12,5,1,18
2026,72,1295,76,1355,65,H,0,26,56,14,31,10,12,6,25,13,9,10,1,13,24,55,9,26,8,12,7,24,11,11,7,3,14
2026,72,1137,76,1248,69,H,0,26,51,12,22,12,14,7,27,15,15,5,1,12,24,56,11,27,10,13,7,19,15,11,4,5,14
2026,72,1279,97,1208,95,A,0,36,70,11,24,14,19,12,25,15,9,8,5,24,27,72,15,35,26,34,21,21,16,9,6,1,17
2026,72,1386,68,1382,64,H,0,23,55,8,24,14,16,9,26,18,13,5,7,12,25,67,5,17,9,12,17,23,14,10,9,6,14
2026,72,1350,74,1247,53,H,0,28,57,8,19,10,14,5,33,15,6,6,4,12,21,62,6,23,5,9,8,26,6,9,5,2,13
2026,72,1172,84,1203,79,A,0,28,54,14,25,14,27,13,27,20,11,3,10,19,29,72,9,32,12,21,19,20,14,5,4,2,21
2026,72,1153,77,1160,68,H,0,25,56,3,16,24,35,8,24,18,10,9,5,17,25,56,7,20,11,15,9,24,15,17,5,3,24
2026,72,1347,89,1205,80,A,0,29,67,9,26,22,29,18,24,12,8,4,3,18,27,54,5,20,21,26,6,24,10,10,4,3,24
2026,72,1338,89,1210,66,A,0,34,64,11,26,10,12,11,23,19,9,12,4,18,24,60,8,20,10,15,14,21,16,15,3,3,10
2026,72,1159,86,1259,80,A,0,30,60,8,21,18,22,7,33,16,9,4,1,18,27,66,11,35,15,23,11,26,16,6,6,3,19
2026,72,1202,77,1359,73,A,0,29,67,8,31,11,16,15,28,12,10,5,3,19,25,57,5,20,18,23,6,26,13,9,5,4,15
2026,72,1407,91,1379,65,H,0,34,65,11,25,12,17,12,22,13,8,14,3,13,25,57,3,20,12,18,12,21,7,18,4,5,12
2026,72,1157,85,1267,83,A,0,30,53,10,22,15,17,4,27,10,12,3,3,17,32,68,9,17,10,16,12,20,13,6,10,3,16
2026,72,1281,84,1120,74,H,0,27,48,9,19,21,31,7,25,18,13,7,5,17,24,59,6,21,20,28,15,19,11,11,7,4,19
2026,72,1246,75,1261,74,A,0,25,56,10,23,15,22,7,22,14,9,7,3,19,23,47,9,19,19,28,7,25,12,12,4,6,17
2026,72,1358,77,1240,62,A,0,31,54,10,22,5,7,7,27,17,12,7,0,15,22,55,6,20,12,19,11,16,7,9,9,2,11
2026,72,1345,79,1234,72,H,0,27,51,6,14,19,22,6,20,20,9,5,2,15,27,51,12,25,6,10,5,18,14,13,6,2,20
2026,72,1457,92,1219,75,H,0,30,56,10,26,22,33,11,28,20,9,6,3,19,24,61,7,30,20,28,13,22,16,10,5,2,26
2026,72,1462,89,1139,75,H,0,35,74,9,28,10,12,16,26,30,9,8,6,17,26,60,8,27,15,19,9,25,19,13,5,5,12
2026,72,1433,84,1348,75,A,0,27,55,12,29,18,28,8,22,16,5,8,3,22,26,53,8,25,15,24,8,23,10,13,4,4,18
2026,72,1250,93,1131,91,A,0,31,63,11,24,20,23,3,27,17,6,9,3,18,32,60,6,16,21,26,6,31,18,11,1,5,20
2026,72,1151,76,1459,67,A,0,26,53,10,24,14,19,4,31,11,10,2,4,16,21,60,9,28,16,25,9,25,10,7,5,2,16
2026,71,1388,82,1362,68,A,0,26,53,8,15,22,25,9,32,18,10,6,2,16,26,59,11,26,5,13,6,20,11,9,6,4,21
2026,71,1424,89,1129,85,H,0,31,66,7,21,20,28,14,26,16,13,9,5,26,30,61,3,14,22,29,8,25,16,15,9,3,26
2026,71,1425,88,1268,71,H,0,34,66,8,25,12,16,13,22,23,6,6,5,22,21,48,8,22,21,27,4,20,6,12,4,3,20
2026,71,1242,84,1235,63,H,0,31,61,12,24,10,12,11,26,17,9,8,8,9,24,65,9,27,6,11,17,19,11,12,7,4,13
2026,71,1304,90,1332,55,H,0,32,60,17,36,9,11,8,26,20,6,11,3,14,20,48,6,23,9,17,7,22,11,16,3,0,14
2026,71,1104,97,1280,82,A,0,29,66,12,34,27,33,10,37,14,5,4,5,19,28,76,9,28,17,25,15,28,10,4,5,6,19
2026,71,1196,96,1328,79,A,0,38,71,6,22,14,19,17,26,20,7,9,5,18,26,60,10,16,17,24,11,20,13,11,3,2,17
2026,71,1201,79,1161,69,H,0,24,53,8,20,23,24,9,23,13,7,7,1,16,26,56,8,29,9,12,10,21,11,11,6,2,20
2026,71,1124,94,1329,79,A,0,35,59,13,25,11,14,9,25,18,12,6,4,13,31,67,10,25,7,12,15,16,16,10,7,1,12
2026,71,1307,87,1213,64,H,0,29,55,8,16,21,28,6,33,13,11,5,5,16,22,65,7,27,13,15,8,21,8,9,7,5,24
2026,71,1166,86,1207,83,H,0,32,61,13,33,9,11,7,17,10,6,7,2,14,33,58,7,16,10,14,9,23,15,8,3,1,17
2026,71,1393,94,1199,86,H,0,37,62,11,27,9,15,11,23,22,14,9,7,17,28,62,10,27,20,27,15,18,12,14,8,2,16
2026,71,1222,77,1452,48,H,0,25,58,11,35,16,21,12,26,17,7,9,3,14,17,46,9,25,5,10,6,23,10,15,4,2,20
2026,71,1163,69,1371,64,A,0,25,49,3,17,16,26,13,21,14,17,8,6,21,24,58,1,16,15,25,20,17,6,14,8,9,22
2026,71,1125,78,1434,74,H,0,32,57,8,20,6,6,5,24,17,9,3,5,15,27,62,12,31,8,15,14,20,16,11,5,1,11
2026,71,1277,81,1231,60,H,0,27,53,8,26,19,24,13,24,17,15,8,2,17,21,49,10,31,8,11,5,14,17,14,8,2,21
2026,71,1438,79,1257,70,A,0,21,53,14,34,23,29,14,30,15,13,4,9,22,24,67,10,38,12,18,17,19,13,8,8,2,21
2026,71,1397,87,1401,82,H,0,25,67,6,24,31,42,24,36,12,19,10,3,23,24,66,13,43,21,32,10,25,16,13,12,6,30
2026,71,1206,82,1260,74,A,0,27,57,8,17,20,26,13,20,17,7,5,4,14,29,54,6,21,10,18,8,17,17,9,4,2,18
2026,71,1173,71,1182,65,A,0,20,46,8,20,23,28,6,25,14,10,7,4,17,21,51,7,25,16,22,8,23,15,12,6,3,20
2026,71,1458,78,1278,75,A,0,25,55,14,33,14,18,6,27,17,7,1,5,19,27,52,5,18,16,24,4,23,20,5,3,2,14
2026,71,1274,81,1323,69,A,0,29,58,6,22,17,21,8,20,10,8,13,1,17,25,53,7,23,12,18,12,23,7,18,4,3,20
2026,71,1269,85,1444,82,A,0,29,61,11,29,16,20,12,22,17,10,8,3,16,29,61,12,31,12,16,12,23,18,10,6,2,18
2026,71,1437,88,1344,82,A,0,32,64,10,28,14,18,14,20,21,10,7,1,16,31,56,8,25,12,17,7,20,12,13,6,3,19
2026,71,1385,92,1266,68,H,0,33,65,5,19,21,24,13,26,20,12,9,2,18,23,49,5,15,17,27,7,19,10,19,7,4,17
2026,71,1245,87,1138,81,A,0,31,63,11,28,14,18,13,33,25,12,3,3,19,26,58,10,24,19,27,6,23,23,5,10,2,17
2026,70,1411,84,1290,51,H,0,29,58,17,33,9,12,9,27,23,15,8,3,16,21,54,3,10,6,16,12,20,8,17,8,1,10
2026,70,1341,73,1115,61,H,0,24,56,6,15,19,31,11,31,15,7,7,4,18,20,60,7,26,14,23,13,24,7,14,1,5,24
2026,70,1300,89,1288,78,A,0,30,47,4,9,25,33,4,24,24,9,6,1,24,24,55,7,22,23,33,12,19,14,11,3,2,22
2026,69,1449,81,1326,74,H,0,28,56,6,18,19,23,9,20,14,7,4,6,14,27,63,7,22,13,15,17,22,14,11,4,3,17
2026,69,1416,73,1153,72,H,0,30,52,6,14,7,9,4,26,20,14,1,3,14,32,67,3,19,5,8,10,17,19,7,9,3,14
2026,69,1353,77,1321,75,H,0,26,64,6,19,19,27,13,34,14,6,4,4,21,26,63,6,18,17,29,11,29,20,6,5,6,22
2026,69,1455,78,1317,67,H,0,26,51,5,11,21,29,12,27,8,18,8,7,16,24,64,3,10,16,22,15,16,7,12,13,6,22
2026,69,1460,94,1324,84,A,0,35,59,9,18,15,15,10,30,21,18,4,4,21,27,58,7,19,23,32,7,14,9,6,13,7,14
2026,69,1453,80,1297,78,H,0,30,52,10,19,10,15,9,25,20,9,1,3,15,26,58,10,26,16,20,9,16,16,3,7,1,17
2026,69,1373,67,1291,50,A,0,23,55,7,23,14,20,11,24,10,8,7,1,17,15,51,6,27,14,20,14,24,6,15,4,3,19
2026,69,1194,89,1272,78,H,0,35,69,8,28,11,16,14,32,15,15,8,9,16,28,62,12,28,10,16,5,24,18,14,9,1,17
2026,69,1178,94,1156,84,H,0,29,65,10,22,26,31,20,29,23,16,11,3,23,27,58,15,33,15,24,8,19,18,14,7,4,23
2026,69,1228,75,1234,69,A,0,28,57,10,28,9,11,9,29,15,12,7,4,11,27,66,9,29,6,6,10,21,19,8,5,2,14
2026,69,1386,67,1350,65,A,0,27,64,10,31,3,6,9,33,15,11,5,4,12,22,64,10,25,11,16,8,29,10,7,6,2,8
2026,68,1218,67,1414,66,H,0,26,64,6,24,9,13,13,23,15,14,7,11,15,26,67,2,8,12,15,18,26,6,15,9,9,15
2026,68,1361,71,1201,52,H,0,28,70,6,29,9,12,13,35,17,11,9,5,10,18,59,9,32,7,7,5,30,11,17,9,2,13
2026,68,1140,89,1428,84,A,0,32,64,6,26,19,29,16,25,16,11,4,4,15,30,65,6,22,18,21,10,23,14,9,6,3,22
2026,68,1305,92,1461,83,H,0,31,51,10,16,20,24,9,19,21,8,2,6,19,26,50,8,18,23,31,9,13,10,6,4,1,23
2026,68,1429,93,1129,68,A,0,33,58,11,25,16,21,12,21,19,8,6,3,22,21,57,7,26,19,25,14,17,10,12,4,4,19
2026,68,1246,92,1280,68,H,0,37,67,9,22,9,14,14,22,21,9,14,2,12,27,56,3,20,11,14,9,19,15,15,6,4,12
2026,68,1400,92,1104,88,A,0,30,66,10,24,22,32,18,30,9,7,6,6,21,29,66,11,28,19,27,13,25,16,7,5,9,24
2026,68,1417,67,1268,55,H,0,22,51,5,17,18,27,5,24,15,6,7,5,14,20,66,6,33,9,15,20,28,11,13,4,2,23
2026,68,1451,76,1294,71,A,0,25,53,3,10,23,33,10,20,4,9,6,0,20,27,59,1,14,16,20,14,22,11,11,5,2,23
2026,68,1292,59,1308,55,A,0,20,50,4,19,15,24,6,32,12,9,7,2,14,18,52,6,25,13,22,8,29,11,11,5,1,17
2026,68,1403,73,1160,71,A,0,29,70,11,31,4,10,16,30,20,9,5,1,20,23,58,6,21,19,22,7,29,14,7,6,2,9
2026,68,1253,81,1167,75,H,0,26,53,7,17,22,29,7,28,18,16,10,3,19,26,60,6,18,17,20,8,23,18,14,7,3,20
2026,68,1371,76,1207,67,A,0,24,57,4,14,24,33,14,27,9,11,8,2,20,21,62,7,20,18,21,14,24,8,12,8,1,23
2026,68,1120,95,1116,73,H,0,34,60,10,22,17,24,9,28,20,10,11,2,17,25,58,8,21,15,21,8,20,9,11,7,3,18
2026,68,1314,87,1448,84,H,0,29,55,9,26,20,30,13,22,20,14,10,2,13,31,64,14,35,8,11,10,17,13,13,9,0,22
2026,68,1133,75,1320,69,H,0,25,58,7,24,18,28,9,32,13,5,4,3,14,25,59,8,25,11,18,6,30,7,5,4,0,20
2026,68,1125,78,1179,76,A,0,24,63,11,37,19,25,16,27,14,14,14,2,19,25,57,17,38,9,14,8,25,16,17,6,4,24
2026,68,1341,70,1290,69,H,0,21,51,6,18,22,36,7,21,17,11,6,8,15,25,56,7,18,12,19,13,33,14,18,4,1,28
2026,68,1155,76,1323,61,A,0,27,58,7,26,15,18,8,23,11,6,7,1,15,20,47,9,21,12,18,6,23,7,14,2,3,16
2026,68,1423,75,1392,71,A,0,28,59,12,25,7,15,11,25,17,10,6,3,8,28,60,10,29,5,6,7,26,18,10,7,7,16
2026,68,1279,76,1281,69,H,0,26,61,9,22,15,19,10,24,15,7,5,6,21,25,51,7,24,12,24,9,26,22,13,3,5,17
2026,68,1115,74,1411,66,A,0,28,57,7,20,11,16,7,27,17,10,10,2,17,24,59,2,14,16,23,10,24,7,11,8,3,13
2026,68,1388,88,1450,82,H,0,27,56,14,30,20,20,8,21,19,14,8,0,15,30,55,8,25,14,19,7,20,19,13,7,1,18
2026,68,1137,70,1259,67,H,0,26,59,6,22,12,16,12,24,15,14,9,2,15,23,60,14,37,7,9,11,24,17,15,10,2,15
2026,68,1158,74,1214,70,H,0,23,45,6,19,22,30,4,24,13,8,4,7,12,27,68,6,23,10,14,20,19,10,8,4,0,24
2026,68,1142,84,1413,78,H,0,24,57,10,34,26,28,7,31,12,10,6,1,18,25,63,11,28,17,20,9,28,17,11,6,0,20
2026,68,1225,92,1286,89,H,0,34,68,13,29,11,14,12,17,10,5,6,2,19,32,55,8,14,17,21,8,25,12,12,4,3,16
2026,68,1186,66,1285,65,H,0,25,56,9,21,7,7,5,21,15,9,6,5,15,24,52,2,14,15,18,9,24,14,12,6,3,12
2026,68,1244,88,1240,82,H,0,27,57,9,24,25,34,11,22,16,10,5,6,21,28,58,9,23,17,27,10,22,13,12,6,4,22
2026,68,1151,88,1359,79,H,0,29,61,8,19,22,24,3,30,16,3,6,3,24,25,54,7,22,22,36,5,30,16,8,2,3,17
2026,68,1322,79,1394,78,H,0,27,48,6,12,19,24,7,23,11,16,5,1,20,27,53,6,18,18,28,8,18,10,9,8,5,23
2026,68,1112,86,1395,73,A,0,34,67,7,16,11,15,10,28,21,10,8,2,21,25,59,6,21,17,24,8,24,13,12,5,6,16
2026,68,1235,83,1329,71,H,0,27,58,5,16,24,30,9,27,17,10,10,1,18,21,48,8,22,21,26,3,23,16,15,5,3,21
2026,68,1293,92,1434,79,H,0,31,65,12,31,18,23,12,23,16,11,10,5,18,27,58,7,16,18,22,10,25,9,16,6,4,21
2026,68,1387,84,1247,72,A,0,29,51,10,23,16,22,8,26,22,14,5,2,25,22,55,2,15,26,39,13,17,13,7,12,2,16
2026,68,1221,84,1110,73,A,0,28,51,4,16,24,33,5,26,7,10,6,2,23,24,58,2,24,23,26,10,20,9,10,6,0,24
2026,68,1462,97,1344,84,H,0,37,75,12,30,11,15,6,32,23,4,4,7,21,31,69,8,32,14,21,8,33,20,9,1,4,16
2026,68,1439,78,1143,75,H,0,23,53,5,23,27,31,11,17,10,10,4,2,18,25,56,6,20,19,21,12,19,13,13,6,2,28
2026,68,1254,67,1384,63,H,0,25,61,2,12,15,25,21,28,11,19,6,11,19,23,53,9,18,8,14,3,20,10,15,11,1,20
2026,68,1190,86,1422,60,H,0,37,62,6,18,6,8,3,24,17,8,15,4,18,18,53,5,20,19,25,13,23,7,21,5,1,11
2026,68,1241,70,1330,69,H,0,24,49,2,11,20,25,8,34,11,16,3,5,17,23,62,9,23,14,20,9,21,8,7,11,3,19
2026,68,1209,81,1267,73,H,0,21,54,6,24,33,39,14,23,9,14,9,2,21,25,61,10,30,13,22,14,20,17,17,8,3,33
2026,68,1252,84,1195,77,A,0,26,55,14,27,18,21,7,23,20,14,4,4,15,30,59,5,17,12,19,8,21,16,11,12,4,19
2026,68,1443,68,1431,56,A,0,25,64,5,19,13,22,17,27,11,10,13,4,15,17,53,5,22,17,22,10,27,9,15,6,6,17
2026,68,1401,83,1328,76,H,0,26,62,10,33,21,25,12,20,12,8,8,5,20,26,62,11,31,13,16,16,27,12,17,4,3,22
2026,68,1287,71,1369,69,H,0,27,47,4,11,13,18,8,22,10,12,3,3,19,24,57,7,21,14,21,11,13,17,5,8,1,19
2026,68,1251,82,1358,74,A,0,29,51,6,18,18,23,2,21,22,12,8,6,14,27,62,9,24,11,14,14,23,10,16,8,1,18
2026,68,1203,101,1260,66,H,0,34,72,15,38,18,19,13,29,19,8,12,4,16,26,65,8,36,6,12,14,25,20,20,6,5,16
2026,68,1378,93,1409,78,A,0,32,67,16,42,13,19,14,27,18,11,10,3,24,20,48,7,23,31,39,6,25,12,13,5,4,17
2026,68,1113,87,1243,84,H,0,30,64,3,22,24,32,18,30,14,15,6,10,17,28,70,13,31,15,21,16,18,14,13,7,3,27
2026,68,1421,91,1347,72,A,0,31,58,11,25,18,29,10,33,13,13,5,1,23,23,59,3,26,23,32,9,26,9,7,5,1,25
2026,68,1437,76,1266,73,A,0,31,56,7,25,7,7,6,20,14,10,7,3,16,25,57,11,31,12,15,10,17,14,9,8,1,11
2026,68,1438,70,1390,55,H,0,25,57,6,22,14,17,12,25,17,9,3,7,16,18,56,5,26,14,17,12,21,9,13,7,4,15
2026,68,1345,93,1336,85,H,0,38,66,11,29,6,14,8,19,25,3,7,1,10,32,56,12,27,9,10,5,23,16,10,2,0,17
2026,68,1181,82,1374,75,H,0,25,51,11,26,21,27,8,15,18,13,12,1,13,30,53,7,14,8,9,8,22,10,21,8,2,21
2026,68,1208,75,1376,70,A,0,26,62,6,27,17,22,11,27,14,8,6,6,17,24,58,7,24,15,21,9,26,10,9,5,4,19
2026,68,1250,78,1159,77,A,0,24,59,10,19,20,26,14,21,16,7,5,5,16,27,58,7,17,16,21,12,24,16,10,4,3,18
2026,68,1348,70,1172,45,A,0,28,48,7,19,7,10,3,27,17,10,5,3,18,15,43,3,17,12,19,4,19,7,13,7,2,14
2026,68,1385,90,1166,73,A,0,33,65,12,23,12,18,12,27,19,6,7,3,20,23,50,10,26,17,20,2,24,12,9,4,2,18
2026,68,1393,83,1338,72,A,0,29,52,10,22,15,18,6,22,17,11,7,1,14,28,64,5,26,11,11,14,16,13,12,7,3,15
2026,68,1295,78,1303,76,A,0,30,54,8,24,10,11,5,16,16,8,6,4,14,27,53,9,22,13,14,10,20,19,12,4,1,13
2026,68,1343,76,1463,60,H,0,22,48,11,27,21,23,8,28,11,12,7,4,16,23,65,5,29,9,15,13,17,6,8,5,0,21
2026,68,1325,91,1138,80,H,0,34,57,6,17,17,20,11,28,15,18,7,4,20,29,67,8,25,14,22,15,11,10,11,10,3,18
2026,68,1107,71,1136,46,H,0,27,53,7,20,10,15,12,28,9,8,4,4,15,15,55,6,30,10,16,14,16,5,9,4,3,13
2026,68,1273,109,1459,97,H,0,35,55,12,19,27,31,7,27,23,13,7,2,20,32,68,16,32,17,22,13,16,15,12,8,3,24
2026,68,1474,89,1316,82,A,0,30,65,11,34,18,24,14,27,14,9,6,2,13,31,67,10,32,10,12,8,23,19,9,5,2,18
2026,68,1122,81,1391,69,A,0,28,58,7,19,18,32,8,28,16,5,12,1,16,26,64,10,34,7,11,13,28,19,14,5,3,20
2026,68,1458,91,1276,88,A,0,29,58,15,33,18,23,8,22,16,10,5,4,18,29,62,8,25,22,24,9,23,11,9,1,5,18
2026,68,1222,77,1124,55,A,0,29,74,11,39,8,13,23,22,16,5,7,5,24,15,41,7,19,18,31,10,24,11,16,3,4,13
2026,68,1435,84,1261,73,H,0,27,63,7,30,23,29,12,24,13,7,10,6,17,27,59,7,20,12,17,10,25,14,14,4,3,17
2026,68,1407,90,1418,70,A,0,34,63,17,29,5,11,18,24,25,13,0,1,11,25,54,10,25,10,13,6,13,11,10,5,5,13
2026,68,1157,67,1111,62,H,0,26,52,9,20,6,11,7,25,11,7,2,4,17,21,58,7,24,13,17,12,22,5,4,3,2,9
2026,68,1304,83,1231,77,A,0,29,60,14,34,11,14,9,22,18,8,9,0,12,26,56,11,30,14,17,10,21,16,14,4,0,15
2026,68,1196,91,1397,67,H,0,31,64,9,30,20,25,12,29,14,10,13,3,21,21,49,6,15,19,29,6,24,8,18,7,4,19
2026,68,1452,86,1242,75,H,0,27,56,11,26,21,29,11,27,12,9,2,3,16,26,61,8,27,15,18,10,22,11,6,7,5,23
2026,68,1206,86,1433,80,H,0,31,55,3,14,21,24,6,23,16,7,4,0,20,27,57,7,25,19,25,11,20,9,8,4,4,21
2026,68,1274,91,1210,81,H,0,30,58,10,25,21,32,8,23,20,8,11,2,23,26,57,6,14,23,27,8,24,18,14,4,5,23
2026,68,1301,113,1199,69,A,0,38,69,19,35,18,23,11,33,20,9,11,7,23,22,56,5,23,20,29,6,19,7,13,5,2,22
2026,67,1161,70,1424,62,H,0,20,46,9,21,21,30,12,22,11,15,7,3,20,20,49,7,20,15,25,12,17,10,16,9,2,26
2026,67,1425,70,1278,69,A,0,25,57,6,21,14,17,15,27,18,16,7,6,14,24,62,12,35,9,15,15,18,19,11,8,3,16
2026,67,1297,85,1454,67,A,0,29,65,14,39,13,16,18,25,19,9,7,1,16,25,56,6,24,11,19,10,19,11,9,4,3,17
2026,67,1324,97,1156,74,H,0,32,75,9,33,24,27,24,28,23,12,10,5,16,31,75,4,27,8,10,18,21,13,12,9,2,21
2026,67,1460,84,1178,82,A,0,27,52,7,16,23,28,7,21,13,12,3,5,26,28,60,3,14,23,31,14,21,12,10,6,1,23
2026,67,1291,70,1389,65,H,0,19,50,6,18,26,32,11,30,10,14,8,6,21,18,63,8,31,21,29,20,22,9,12,10,4,23
2026,66,1211,89,1365,77,H,0,34,59,6,16,15,21,10,25,17,13,4,1,18,28,65,7,26,14,16,13,18,12,15,7,3,20
2026,66,1326,72,1332,62,A,0,24,53,6,18,18,23,13,28,10,12,5,5,20,20,61,7,30,15,20,15,17,12,7,6,6,18
2026,66,1414,74,1253,64,H,0,24,56,4,13,22,28,8,30,11,9,10,5,15,25,60,4,14,10,13,7,28,11,13,5,3,20
2026,66,1168,88,1471,71,A,0,29,58,15,29,15,24,6,22,21,6,11,2,18,22,55,9,34,18,20,12,27,12,17,1,0,18
2026,66,1413,93,1364,86,A,0,30,58,13,32,20,24,8,25,16,11,8,4,20,29,53,12,24,16,25,4,22,20,9,4,1,19
2026,66,1285,79,1225,73,A,0,26,52,8,24,19,22,4,28,14,13,6,1,25,25,64,4,23,19,29,17,24,6,8,9,2,21
2026,66,1286,68,1186,64,A,0,22,48,7,20,17,21,11,25,11,17,5,5,18,22,61,4,18,16,17,14,16,14,10,7,2,20
2026,66,1431,83,1292,80,H,0,25,58,8,19,25,36,13,25,13,9,5,4,16,28,59,9,25,15,17,7,25,14,12,5,4,28
2026,66,1308,80,1443,64,H,0,22,56,10,23,26,34,17,32,11,11,4,3,15,21,68,5,22,17,23,18,22,8,5,5,5,22
2026,66,1228,81,1353,55,H,0,26,59,11,31,18,21,12,33,13,7,2,5,8,23,63,6,22,3,8,9,23,8,7,5,5,20
2026,66,1114,73,1188,70,A,0,25,60,6,18,17,25,16,18,15,7,11,0,13,25,54,9,22,11,16,15,22,17,16,4,2,18
2026,66,1303,90,1315,79,H,0,27,45,8,17,28,35,6,29,14,13,3,3,21,24,60,10,31,21,30,13,13,9,7,8,3,26
2026,66,1358,72,1174,60,H,0,24,64,8,26,16,18,15,29,16,6,5,1,14,21,53,10,32,8,12,6,26,12,9,4,4,17
2026,66,1384,71,1447,69,A,0,24,53,7,23,16,19,9,21,15,11,8,2,17,26,59,5,21,12,19,15,23,15,13,8,2,16
2026,66,1423,87,1318,78,A,0,25,57,7,19,30,34,12,29,14,13,2,7,22,29,61,6,21,14,24,8,21,18,7,8,5,23
2026,66,1180,56,1392,37,H,0,19,49,10,24,8,10,9,31,14,13,5,4,14,12,59,5,27,8,11,16,21,6,8,7,2,11
2026,66,1111,52,1209,50,A,0,20,61,6,27,6,10,17,32,10,12,2,5,13,19,58,4,18,8,13,8,25,8,7,4,5,18
2026,66,1330,70,1157,66,A,0,29,64,7,21,5,13,14,32,12,12,7,3,16,21,58,10,24,14,18,7,27,12,10,5,5,13
2026,66,1391,91,1252,83,H,0,29,55,10,28,23,29,4,25,14,11,10,1,20,30,57,6,21,17,24,5,28,15,14,5,1,21
2026,66,1122,82,1195,71,A,0,25,57,14,31,18,25,11,23,18,10,10,2,14,26,56,8,24,11,17,9,25,17,15,6,3,17
2026,66,1277,76,1321,66,H,0,24,49,5,18,23,33,11,31,17,15,3,2,15,22,58,6,26,16,20,8,17,14,6,9,2,24
2026,65,1213,75,1129,58,A,0,30,60,6,21,9,12,10,28,11,12,8,6,19,17,49,4,19,20,25,7,21,6,14,4,2,16
2026,65,1112,101,1243,76,H,0,34,69,3,16,30,39,15,40,17,8,8,8,19,26,77,8,36,16,19,12,20,14,10,6,4,29
